,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Other,State Codes
0,0.0029787234042553193,0.0,0.02617021276595745,0.02099290780141844,0.038794326241134755,0.00028368794326241134,0.002553191489361702,0.0,0.007659574468085106,0.0064539007092198585,0.0,0.21780141843971632,0,0.6763120567375887,1
3,0.021536157843741743,0.002025896238879591,0.39007310842949,0.010966264423500396,0.033735576499603626,0.012199418655861887,0.012815995772042631,0.0,0.026028362547344315,0.10644763498634723,0.002158019906632608,0.37294107284418215,0,0.009072491852373821,4
4,0.006688963210702341,0.0,0.023411371237458192,0.0016722408026755853,0.1254180602006689,0.0,0.011705685618729096,0.0,0.0,0.0033444816053511705,0.0,0.021739130434782608,0,0.8060200668896321,5
5,0.0062779640275848,0.0002676898367091996,0.04852834325485347,0.0014149319940343409,0.13870795038815026,0.0008668051855345512,0.011695496437175745,1.9120702622085686e-05,0.025092735407717115,0.02887863452689008,0.00047801756555214213,0.08820380119568128,0,0.6495685094774949,6
7,0.020142766273234858,0.00014135274577708673,0.2446816029401371,0.0101067213230617,0.05307795603929606,0.01053077956039296,0.006643579051523076,0.0,0.025372817866987068,0.037741183122482154,0.0004947346102198035,0.255071029754753,0,0.33599547671213514,8
8,0.009500077869490734,0.0,0.06572185017909983,0.004516430462544775,0.12132066656284068,0.0018688677776047345,0.0018688677776047345,0.0,0.0014016508332035508,0.015262420183771998,0.0,0.07008254166017754,0,0.7084566266936614,9
9,0.013990267639902677,0.0006082725060827251,0.13746958637469586,0.006690997566909975,0.03710462287104623,0.0018248175182481751,0.005474452554744526,0.0,0.0012165450121654502,0.038929440389294405,0.0018248175182481751,0.2761557177615572,0,0.4787104622871046,10
10,0.09842931937172775,0.0,0.22198952879581152,0.005235602094240838,0.15392670157068064,0.0,0.010471204188481676,0.0,0.05130890052356021,0.014659685863874346,0.0,0.2638743455497382,0,0.18010471204188483,11
11,0.004682203067755127,6.080783204876788e-05,0.19735181891427617,0.0015049938432070051,0.06556604490658396,0.0017178212553776928,0.003633267964913881,0.00013681762210972773,0.028610084978945287,0.00787461425031544,0.0009577233547680941,0.26726562381234703,0,0.42063817819735183,12
12,0.007551152971744073,0.0,0.08525495290678792,0.002192270217603118,0.08935531016563819,0.0005277687560896395,0.006658005846053913,0.0,0.0036537836960051965,0.006942189022409873,0.0017862942513803184,0.1436342968496265,0,0.6524439753166612,13
